









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Tufted Titmouse (<em class="sci">Baeolophus bicolor</em>)	0.1005684	0.1131191	0.1162455	0.1116402	0.1153846	0.1188769	0.1439206	0.1081277	0.0997046	0.1222973	0.1102995	0.0988655	0.0793544	0.0770128	0.0565813	0.0673953	0.0583294	0.0586194	0.0421301	0.0323933	0.0190161	0.0271248	0.0215633	0.0224577	0.0211132	0.0275862	0.0254473	0.0258258	0.0245826	0.0241379	0.0258509	0.0196536	0.024	0.0235738	0.0240363	0.040927	0.054491	0.0650667	0.0631206	0.0776644	0.0908213	0.0853278	0.0811725	0.0970677	0.1290323	0.1093366	0.1033163	0.116408	
Horned Lark (<em class="sci">Eremophila alpestris</em>)	0.0013118	6.693E-4	0.0	0.0010582	0.0031397	0.0023895	0.0041356	0.0058055	0.0	0.0015	0.0029218	0.0015	0.0015	0.0	0.0	9.107E-4	4.666E-4	7.713E-4	3.37E-4	5.716E-4	2.067E-4	0.0	3.369E-4	2.523E-4	0.0	3.63E-4	0.0	0.0	0.0	4.31E-4	0.0	6.662E-4	5.0E-4	9.43E-4	4.535E-4	0.0044379	0.002994	0.0058667	0.006383	0.0096372	0.0115942	0.0260146	0.005637	0.0030334	0.004779	0.0	6.378E-4	0.0027716	
Northern Rough-winged Swallow (<em class="sci">Stelgidopteryx serripennis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.956E-4	0.003643	0.0018665	0.0026996	0.0016852	3.811E-4	0.0010335	0.001085	0.0010108	0.0017663	6.398E-4	0.0021779	7.952E-4	9.009E-4	9.276E-4	0.0030172	0.0012925	6.662E-4	0.0015	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Purple Martin (<em class="sci">Progne subis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	4.666E-4	0.0	0.0	0.0	6.201E-4	0.0	0.0	2.523E-4	0.0	0.0	3.976E-4	0.0	9.276E-4	4.31E-4	0.0	3.331E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tree Swallow (<em class="sci">Tachycineta bicolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.402E-4	0.00538	0.0320887	0.0756403	0.1020036	0.1213252	0.1342075	0.1418942	0.1160442	0.0853659	0.0853526	0.0815364	0.0772142	0.0524632	0.0348457	0.0234592	0.0201201	0.0148423	0.012069	0.0146489	0.0109927	0.003	0.0018859	4.535E-4	4.931E-4	0.0011976	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Violet-green Swallow (<em class="sci">Tachycineta thalassina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bank Swallow (<em class="sci">Riparia riparia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	0.0034709	0.0067408	0.0051448	0.0035138	0.005425	0.0040431	0.0032803	0.0044786	0.0054446	0.0023857	0.0042042	0.0018553	0.0021552	0.0015	6.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barn Swallow (<em class="sci">Hirundo rustica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.725E-4	5.834E-4	0.0059559	0.0191257	0.0373308	0.0482067	0.0515672	0.0485899	0.0423729	0.040868	0.0306604	0.0328034	0.0332694	0.0355717	0.0357853	0.0342342	0.0329314	0.025	0.0185265	0.0116589	0.011	0.0037718	9.07E-4	4.931E-4	0.0	0.0015	0.0	0.0	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cliff Swallow (<em class="sci">Petrochelidon pyrrhonota</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757E-4	0.0	0.0	0.0	0.0	0.0	4.554E-4	4.666E-4	0.0023139	0.0040445	0.0032393	0.0016536	0.0094033	0.0060647	0.005299	0.0044786	0.0032668	0.0047714	0.0066066	0.0027829	0.0034483	0.0017234	0.0016656	0.0015	0.0	0.0	0.0	0.0	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swallow sp. (<em class="sci">Hirundinidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.725E-4	5.834E-4	0.0011912	0.0018215	0.0013999	0.0026996	0.0013482	0.0017149	0.0018603	7.233E-4	0.0016846	5.047E-4	9.597E-4	0.0032668	0.0019881	0.0012012	4.638E-4	0.0012931	0.0021542	0.0016656	0.002	0.0018859	4.535E-4	9.862E-4	5.988E-4	0.0	0.0	0.0	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-crowned Kinglet (<em class="sci">Corthylio calendula</em>)	0.0	0.0	0.0015	0.0	7.849E-4	5.974E-4	4.136E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0140023	0.0780226	0.1243169	0.1157256	0.0640185	0.0360634	0.0261052	0.018396	0.0162749	0.0208895	0.0153924	0.0147153	0.0181488	0.0115308	0.0105105	0.0120594	0.0099138	0.0068936	0.0073284	0.01	0.0174446	0.030839	0.0621302	0.108982	0.0858667	0.0588652	0.0464853	0.0193237	0.0041623	0.0	0.0010111	0.0035842	0.0012285	0.0	0.0	
Golden-crowned Kinglet (<em class="sci">Regulus satrapa</em>)	0.1114998	0.0742972	0.0888087	0.084127	0.0518053	0.0400239	0.0334988	0.0486212	0.0457903	0.0506757	0.0598977	0.078336	0.0874243	0.1324387	0.1864205	0.1507286	0.1465236	0.1442345	0.1530165	0.1764482	0.2131046	0.159132	0.166779	0.1753722	0.1849008	0.1753176	0.1733598	0.1687688	0.1419295	0.1642241	0.1732012	0.1658894	0.1695	0.1664309	0.1619048	0.1903353	0.2185629	0.2362667	0.2092199	0.2227891	0.2009662	0.1727367	0.1443067	0.1648129	0.1421744	0.1289926	0.1294643	0.1080931	
Red-breasted Nuthatch (<em class="sci">Sitta canadensis</em>)	0.2155662	0.1894244	0.2274368	0.2084656	0.1954474	0.2592593	0.3068652	0.1937591	0.2200886	0.2358108	0.2184076	0.2236629	0.2185609	0.2345391	0.2507445	0.2559199	0.2664489	0.2657154	0.2649141	0.2501905	0.270773	0.2314647	0.2368598	0.234923	0.2747921	0.2823956	0.2854871	0.272973	0.2764378	0.3146552	0.3709608	0.3757495	0.375	0.349835	0.3247166	0.3096647	0.3035928	0.3018667	0.2702128	0.2862812	0.2705314	0.264308	0.2378805	0.2305359	0.2198327	0.1990172	0.2123724	0.2228381	
White-breasted Nuthatch (<em class="sci">Sitta carolinensis</em>)	0.1429821	0.1586345	0.1761733	0.1650794	0.1687598	0.2078853	0.2502068	0.1342525	0.1565731	0.1635135	0.1614317	0.1485683	0.135844	0.1213536	0.0958904	0.102459	0.1003266	0.1014269	0.0738119	0.0623095	0.0407193	0.040868	0.0434636	0.0534948	0.0569418	0.0813067	0.0703777	0.0708709	0.0751391	0.0771552	0.0878931	0.0686209	0.086	0.0759076	0.0884354	0.0946746	0.1047904	0.1141333	0.1333333	0.1587302	0.1613527	0.1768991	0.1803833	0.1789687	0.1804062	0.1769042	0.1466837	0.171286	
nuthatch sp. (<em class="sci">Sitta sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.523E-4	0.0	0.0	0.0	3.003E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Creeper (<em class="sci">Certhia americana</em>)	0.0555313	0.0555556	0.0563177	0.0497354	0.0588697	0.0782557	0.0794045	0.0464441	0.0480059	0.0702703	0.0715851	0.0777958	0.063887	0.0968495	0.1197141	0.0856102	0.0877275	0.0821442	0.0717897	0.0596418	0.0735841	0.0636528	0.055593	0.0542518	0.0515035	0.0551724	0.0536779	0.0594595	0.0538033	0.0659483	0.0680741	0.0646236	0.0645	0.0669496	0.0575964	0.0631164	0.0706587	0.0586667	0.0638298	0.0680272	0.0676329	0.069719	0.0563698	0.0586451	0.0573477	0.0626536	0.059949	0.0631929	
Blue-gray Gnatcatcher (<em class="sci">Polioptila caerulea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.956E-4	9.107E-4	0.0023332	0.0019283	0.0030334	9.527E-4	2.067E-4	3.617E-4	0.0	2.523E-4	0.0	0.0	0.0	3.003E-4	0.0	0.0	0.0	6.662E-4	0.001	4.715E-4	9.07E-4	0.0	0.0015	5.333E-4	7.092E-4	0.0	9.662E-4	0.0	0.0	0.0020222	0.0	0.0	0.0	0.0	
House Wren (<em class="sci">Troglodytes aedon</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018665	0.0023139	0.0050556	0.0053354	0.0049607	0.00434	0.0037062	0.0042897	0.0057582	0.0036298	0.0015905	0.0027027	0.0023191	0.0017241	0.0017234	0.0023318	0.001	0.0028289	4.535E-4	0.0029586	5.988E-4	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Winter Wren (<em class="sci">Troglodytes hiemalis</em>)	0.0013118	0.002008	0.0	0.0015	7.849E-4	0.0	8.271E-4	0.0	0.0	0.0027027	0.0043828	0.0070232	0.0121049	0.0612602	0.1191185	0.1425319	0.1670555	0.1542615	0.1391978	0.1312881	0.1409673	0.1497288	0.166779	0.1625032	0.2072937	0.1647913	0.1602386	0.1147147	0.0524119	0.0284483	0.0206807	0.020986	0.0175	0.0150872	0.0086168	0.010355	0.0125749	0.0096	0.0049645	0.0056689	0.0028986	0.0041623	0.0022548	0.0060667	0.0023895	0.0036855	0.0012755	0.0027716	
Sedge Wren (<em class="sci">Cistothorus stellaris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marsh Wren (<em class="sci">Cistothorus palustris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.834E-4	0.0	9.107E-4	9.333E-4	7.713E-4	0.0016852	0.002096	8.268E-4	0.0014467	3.369E-4	0.0020187	3.199E-4	0.0010889	7.952E-4	0.0	4.638E-4	4.31E-4	4.308E-4	0.0	5.0E-4	9.43E-4	0.0015	4.931E-4	0.0015	0.0	0.0021277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Carolina Wren (<em class="sci">Thryothorus ludovicianus</em>)	8.745E-4	6.693E-4	0.001444	0.0026455	0.0015699	0.0029869	0.0057899	7.257E-4	0.0022157	0.0040541	0.0065741	0.0016207	0.00269	0.0029172	0.0023824	0.0031876	0.0037331	0.0023139	0.0023593	0.0011433	0.0018603	7.233E-4	0.0016846	0.0017663	0.0019194	0.0010889	0.005169	6.006E-4	0.0013915	0.0012931	8.617E-4	6.662E-4	0.001	0.0014144	0.0018141	0.0019724	0.0041916	0.0016	0.0021277	0.0017007	0.0019324	0.0052029	0.0033822	0.0030334	0.0011947	0.0012285	0.0019133	5.543E-4	
European Starling (<em class="sci">Sturnus vulgaris</em>)	0.0769567	0.0649264	0.0808664	0.0624339	0.0643642	0.0633214	0.0719603	0.0595065	0.0635155	0.0648649	0.0927684	0.0853593	0.0948218	0.0764294	0.0750447	0.0623862	0.0662622	0.0636329	0.065723	0.0625	0.059322	0.0611212	0.0630054	0.0456725	0.0409469	0.0315789	0.0194831	0.0186186	0.0134508	0.0142241	0.0137872	0.011992	0.017	0.0193305	0.0213152	0.0221893	0.0437126	0.0357333	0.0248227	0.042517	0.0405797	0.0322581	0.0496054	0.0424671	0.037037	0.0405405	0.0625	0.0665188	
Gray Catbird (<em class="sci">Dumetella carolinensis</em>)	4.373E-4	0.0	0.0	0.0	0.0	0.0	0.0016543	0.0014514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027322	0.0270649	0.1033552	0.2295248	0.1928354	0.1510955	0.1301989	0.1314016	0.1461014	0.1442738	0.1488203	0.1304175	0.1189189	0.1168831	0.1224138	0.0943559	0.1202532	0.125	0.1107968	0.1170068	0.1163708	0.0928144	0.0293333	0.0156028	0.0096372	0.010628	0.0020812	0.0015	0.0030334	0.0023895	0.0012285	0.002551	0.0	
Brown Thrasher (<em class="sci">Toxostoma rufum</em>)	8.745E-4	0.0	0.0	5.291E-4	0.0	5.974E-4	4.136E-4	0.0	0.0029542	0.0	0.0	0.0016207	0.001345	5.834E-4	0.0023824	0.0040984	0.0065329	0.0107983	0.0121335	0.0072409	0.0049607	0.0083183	0.0033693	0.0055513	0.0035189	0.0010889	7.952E-4	0.0024024	0.0018553	0.0012931	4.308E-4	0.0013324	0.0015	4.715E-4	0.0013605	0.0024655	0.002994	0.0010667	0.0021277	0.0011338	0.0019324	0.0	0.0	0.0	0.0	0.002457	0.0	0.0	
Northern Mockingbird (<em class="sci">Mimus polyglottos</em>)	0.005247	0.0033467	0.0021661	0.0031746	7.849E-4	0.0011947	0.0	7.257E-4	0.0015	0.0015	7.305E-4	0.0016207	6.725E-4	0.0015	5.956E-4	0.0018215	0.0018665	0.0019283	0.0026963	0.0030488	0.004754	0.0061483	0.0010108	0.0047943	0.0035189	0.0021779	0.0023857	0.0015015	0.0023191	0.0012931	0.0017234	0.0013324	0.001	0.0014144	0.0013605	4.931E-4	0.005988	0.0032	0.0028369	5.669E-4	9.662E-4	0.0020812	0.0011274	0.0040445	0.0035842	0.002457	0.0012755	0.0015	
Eastern Bluebird (<em class="sci">Sialia sialis</em>)	0.0039353	0.0033467	0.0050542	0.0047619	0.0054945	0.0089606	0.016129	0.0174165	0.0206795	0.0155405	0.0197224	0.0194489	0.0168124	0.0291715	0.0345444	0.03051	0.0312646	0.0331662	0.0320189	0.044779	0.0365854	0.039783	0.0245957	0.0295231	0.0255918	0.0217786	0.0151093	0.0177177	0.0120594	0.0112069	0.0116329	0.0053298	0.008	0.0084866	0.0072562	0.0118343	0.0125749	0.0112	0.0134752	0.0073696	0.0086957	0.0031217	0.0101466	0.008089	0.0071685	0.0036855	0.0102041	0.0094235	
Townsend's Solitaire (<em class="sci">Myadestes townsendi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Varied Thrush (<em class="sci">Ixoreus naevius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045096	0.0	0.0	0.0	0.0	0.0	
Veery (<em class="sci">Catharus fuscescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333E-4	0.0073274	0.016852	0.0308689	0.0186027	0.0332731	0.0272911	0.0234671	0.0243122	0.0232305	0.0135189	0.0087087	0.0027829	0.0030172	0.0021542	0.0056629	0.007	0.0014144	0.0018141	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-cheeked Thrush (<em class="sci">Catharus minimus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.905E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-cheeked/Bicknell's Thrush (<em class="sci">Catharus minimus/bicknelli</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.741E-4	3.811E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018859	0.0015	0.0014793	5.988E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Thrush (<em class="sci">Catharus ustulatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.554E-4	4.666E-4	0.0080987	0.0178632	0.03125	0.0504341	0.0665461	0.0623315	0.0698965	0.0770953	0.0744102	0.0695825	0.0372372	0.0143785	0.0047414	0.0030159	0.0069953	0.012	0.0216879	0.0326531	0.0300789	0.0173653	0.0101333	0.0049645	0.0045351	0.0019324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hermit Thrush (<em class="sci">Catharus guttatus</em>)	8.745E-4	6.693E-4	0.0	0.0026455	7.849E-4	5.974E-4	0.0	0.0021771	0.0022157	0.002027	0.0	5.402E-4	6.725E-4	0.0274212	0.1203097	0.2176685	0.2337844	0.1916699	0.2568251	0.2341845	0.2525837	0.2636528	0.2927898	0.2927075	0.3381318	0.3136116	0.349503	0.3231231	0.2305195	0.1405172	0.0745368	0.0433045	0.056	0.0678925	0.075737	0.0848126	0.0856287	0.0917333	0.0659574	0.05839	0.0154589	0.0083247	0.0225479	0.0050556	0.0023895	0.002457	0.0012755	5.543E-4	
Catharus sp. (<em class="sci">Catharus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.834E-4	0.0	0.0	0.0013999	0.001157	0.0010111	0.0024771	8.268E-4	0.001085	0.0030323	0.0012617	0.003199	0.0014519	0.0011928	0.0012012	0.0	0.0017241	0.0012925	0.0033311	0.004	0.0028289	0.0045351	0.0088757	0.0053892	0.0064	0.0028369	0.0034014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Thrush (<em class="sci">Hylocichla mustelina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	0.0074662	0.00887	0.0124705	0.0150534	0.0196362	0.0249548	0.0266173	0.0194297	0.0191939	0.0243194	0.0222664	0.0174174	0.0102041	0.0068966	0.0017234	0.002998	0.002	0.0047148	9.07E-4	4.931E-4	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Robin (<em class="sci">Turdus migratorius</em>)	0.0244862	0.0200803	0.0115523	0.0253968	0.0486656	0.0489845	0.0516956	0.0464441	0.0620384	0.0675676	0.1227173	0.2366288	0.330195	0.4072345	0.3823705	0.3943534	0.4069062	0.4006942	0.4189417	0.3831936	0.3668871	0.365642	0.3217655	0.3204643	0.3336532	0.3248639	0.3172962	0.2690691	0.1961967	0.1663793	0.1292546	0.1322452	0.152	0.1324847	0.152381	0.1356016	0.1664671	0.1696	0.1851064	0.2613379	0.1826087	0.1706556	0.1589628	0.0637007	0.0442055	0.02457	0.0420918	0.0299335	
thrush sp. (<em class="sci">Turdidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.956E-4	4.554E-4	0.0	3.857E-4	3.37E-4	1.905E-4	0.0	0.0015	0.0	0.0	3.199E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.715E-4	0.0	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Wheatear (<em class="sci">Oenanthe oenanthe</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bohemian Waxwing (<em class="sci">Bombycilla garrulus</em>)	0.005247	0.0066934	0.0137184	0.0121693	0.0172684	0.0077658	0.006617	0.0050798	0.006647	0.0040541	0.0065741	0.0027012	0.0020175	0.0023337	0.0017868	0.0018215	0.0	3.857E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.092E-4	0.0028345	0.0077295	0.0156087	0.0045096	0.0010111	0.0023895	0.0012285	0.005102	0.0072062	
Cedar Waxwing (<em class="sci">Bombycilla cedrorum</em>)	0.0043725	0.0040161	0.0072202	0.0068783	0.0086342	0.0125448	0.0111663	0.0108853	0.0088626	0.0033784	0.0087655	0.0075635	0.0060525	0.004084	5.956E-4	0.0040984	0.0027998	0.0026996	0.0175261	0.1137576	0.1787929	0.155877	0.1775606	0.1905122	0.2088932	0.1927405	0.2218688	0.2444444	0.2217069	0.2185345	0.1813873	0.2161892	0.196	0.1664309	0.1342404	0.0853057	0.0520958	0.032	0.0361702	0.0255102	0.0115942	0.0114464	0.0090192	0.0050556	0.0035842	0.002457	0.002551	0.001663	
Bohemian/Cedar Waxwing (<em class="sci">Bombycilla garrulus/cedrorum</em>)	4.373E-4	6.693E-4	0.0	5.291E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
House Sparrow (<em class="sci">Passer domesticus</em>)	0.0087451	0.0046854	0.0072202	0.0058201	0.0094192	0.0071685	0.0074442	0.0087083	0.0059084	0.0074324	0.0087655	0.0102647	0.0087424	0.0105018	0.0059559	0.0063752	0.0055996	0.011184	0.0091001	0.0125762	0.013642	0.0184448	0.0188679	0.0179157	0.0169546	0.0174229	0.0131213	0.0144144	0.0157699	0.0193966	0.0129255	0.011992	0.0135	0.0169731	0.015873	0.0118343	0.0131737	0.0096	0.0085106	0.0124717	0.0057971	0.0020812	0.0101466	0.0060667	0.0023895	0.004914	0.005102	0.0022173	
American Pipit (<em class="sci">Anthus rubescens</em>)	0.0	0.0	0.0	5.291E-4	0.0039246	0.0	8.271E-4	7.257E-4	0.0022157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	3.857E-4	6.741E-4	9.527E-4	2.067E-4	0.0	0.0	2.523E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0037718	0.0108844	0.0118343	0.0113772	0.0037333	0.012766	0.015873	0.0038647	0.0041623	0.0022548	0.0	0.0	0.002457	0.0012755	5.543E-4	
Evening Grosbeak (<em class="sci">Coccothraustes vespertinus</em>)	0.0122431	0.0153949	0.0194946	0.0079365	0.010989	0.0095579	0.0090984	0.0050798	0.0059084	0.0081081	0.0021914	0.0032415	0.004035	0.0064177	0.0035736	0.007286	4.666E-4	0.0023139	0.0016852	5.716E-4	2.067E-4	7.233E-4	0.0015	0.0017663	0.0015995	0.0010889	7.952E-4	0.0015015	9.276E-4	0.0017241	4.308E-4	6.662E-4	0.001	0.0014144	9.07E-4	0.0014793	0.0011976	0.0037333	0.0056738	0.0073696	0.0154589	0.0197711	0.0259301	0.0394338	0.0179211	0.0135135	0.0172194	0.0099778	
Pine Grosbeak (<em class="sci">Pinicola enucleator</em>)	0.0096196	0.0073628	0.0166065	0.0137566	0.0102041	0.0113501	0.006617	0.0043541	0.0081241	0.0081081	7.305E-4	0.0	0.0	5.834E-4	0.0	4.554E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.092E-4	0.0028345	0.0038647	0.0135276	0.0180383	0.0242669	0.0083632	0.014742	0.0159439	0.0083149	
House Finch (<em class="sci">Haemorhous mexicanus</em>)	0.0126804	0.0100402	0.0137184	0.0121693	0.0149137	0.0137395	0.0181969	0.0188679	0.0243722	0.0202703	0.0262966	0.0248514	0.0248823	0.0274212	0.0101251	0.023224	0.0111993	0.0161975	0.0185372	0.0131479	0.0130219	0.0119349	0.0154987	0.0171587	0.0105566	0.0094374	0.0091451	0.0084084	0.0106679	0.0086207	0.008617	0.0079947	0.0075	0.0075436	0.0040816	0.010355	0.0131737	0.0064	0.0078014	0.0079365	0.0135266	0.0072841	0.0202931	0.0192113	0.0167264	0.0184275	0.0172194	0.0060976	
Purple Finch (<em class="sci">Haemorhous purpureus</em>)	0.0109314	0.0140562	0.0166065	0.0190476	0.0156986	0.0388292	0.0260546	0.0319303	0.0391433	0.0466216	0.0664719	0.1080497	0.1082717	0.1376896	0.1691483	0.2276867	0.2897807	0.2965677	0.2497472	0.1876905	0.1808599	0.1363472	0.1559973	0.1503911	0.1420345	0.1172414	0.0807157	0.0726727	0.0667904	0.0525862	0.0585954	0.071952	0.0915	0.0702499	0.0662132	0.0621302	0.0706587	0.0597333	0.0851064	0.0674603	0.0531401	0.0208117	0.0338219	0.0131446	0.0083632	0.0061425	0.0082908	0.0083149	
House/Purple Finch (<em class="sci">Haemorhous mexicanus/purpureus</em>)	8.745E-4	0.0	7.22E-4	0.0	0.0	5.974E-4	0.0012407	7.257E-4	0.0	0.0013514	7.305E-4	0.0	0.0015	0.0	5.956E-4	9.107E-4	0.0023332	0.0015426	3.37E-4	5.716E-4	2.067E-4	7.233E-4	3.369E-4	0.0	3.199E-4	0.0	3.976E-4	6.006E-4	4.638E-4	4.31E-4	4.308E-4	3.331E-4	5.0E-4	4.715E-4	4.535E-4	0.0	0.0	0.0016	0.0014184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
